bedrooms,bathrooms,toilets,parking_space,type,town,state,geo_zone,GDP_per_capital,total_crime,price_wins
4,5,5,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,13000000.0
4,4,5,4,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,56000000.0
4,4,5,3,Terraced Duplexes,Gaduwa,Abuja,North Central,1292.0,5382,55000000.0
3,3,4,5,Semi Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,26000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,102000000.0
4,5,5,4,Detached Bungalow,Ikeja,Lagos,South West,6614.0,50975,160000000.0
4,4,5,7,Detached Duplex,Kaura,Abuja,North Central,1292.0,5382,160000000.0
5,5,6,5,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,130000000.0
4,4,5,4,Terraced Duplexes,Ikeja,Lagos,South West,6614.0,50975,185000000.0
4,4,5,2,Terraced Duplexes,Karsana,Abuja,North Central,1292.0,5382,27000000.0
8,5,5,1,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,400000000.0
4,1,1,1,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,40000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,275000000.0
3,3,3,4,Terraced Duplexes,Lekki,Anambra,South East,2002.0,1888,36000000.0
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,29500000.0
5,5,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,350000000.0
3,4,4,5,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,34000000.0
6,6,7,6,Detached Duplex,Karsana,Abuja,North Central,1292.0,5382,170000000.0
6,5,6,4,Semi Detached Duplex,Ifo,Ogun,South West,2024.0,1601,25000000.0
3,5,2,4,Block of Flats,Oshodi,Lagos,South West,6614.0,50975,62000000.0
3,3,4,4,Detached Bungalow,Simawa,Ogun,South West,2024.0,1601,30000000.0
4,5,5,1,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,61000000.0
4,4,4,4,Detached Duplex,Ejigbo,Lagos,South West,6614.0,50975,15000000.0
5,5,6,5,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,65000000.0
2,3,2,3,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,122000000.0
3,4,4,4,Block of Flats,Katampe,Abuja,North Central,1292.0,5382,650000000.0
5,6,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,520000000.0
4,4,5,4,Semi Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,100000000.0
3,2,2,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,50000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,420000000.0
2,2,3,4,Detached Bungalow,Ifako-Ijaiye,Lagos,South West,6614.0,50975,13000000.0
4,4,4,4,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,13000000.0
6,7,7,5,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
5,6,6,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,3,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,650000000.0
5,5,5,4,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,107000000.0
5,6,6,6,Detached Duplex,Maryland,Lagos,South West,6614.0,50975,90000000.0
4,4,5,3,Terraced Duplexes,Yaba,Lagos,South West,6614.0,50975,55000000.0
5,5,6,1,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,160000000.0
4,4,5,5,Detached Duplex,Ifo,Ogun,South West,2024.0,1601,35000000.0
1,9,9,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,18000000.0
2,2,2,1,Detached Bungalow,Ikotun,Lagos,South West,6614.0,50975,13000000.0
2,2,3,6,Block of Flats,Port Harcourt,Rivers,South South,2277.0,1570,40000000.0
4,4,5,3,Detached Duplex,Mowe Ofada,Ogun,South West,2024.0,1601,35000000.0
7,7,8,1,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,400000000.0
4,4,5,4,Detached Duplex,Apo,Abuja,North Central,1292.0,5382,100000000.0
2,2,5,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,15000000.0
4,5,5,2,Terraced Duplexes,Isheri North,Ogun,South West,2024.0,1601,35000000.0
3,3,4,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,85000000.0
3,3,4,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,20900000.0
3,4,4,4,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,26500000.0
4,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,90000000.0
3,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,130000000.0
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
5,6,7,8,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,150000000.0
5,5,5,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,45000000.0
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,74000000.0
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,160000000.0
3,2,3,3,Block of Flats,Kubwa,Abuja,North Central,1292.0,5382,20000000.0
3,3,3,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,30000000.0
5,5,6,4,Detached Duplex,Asaba,Delta,South South,2306.0,7150,125000000.0
5,5,5,4,Terraced Duplexes,Akinyele,Oyo,South West,980.0,2969,40000000.0
3,3,4,4,Detached Bungalow,Abeokuta South,Ogun,South West,2024.0,1601,35000000.0
4,4,5,6,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,65000000.0
1,2,2,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,35000000.0
5,5,6,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,320000000.0
4,5,4,4,Semi Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,100000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,360000000.0
3,4,4,8,Block of Flats,Utako,Abuja,North Central,1292.0,5382,400000000.0
5,5,6,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,110000000.0
4,4,4,4,Semi Detached Duplex,Bwari,Abuja,North Central,1292.0,5382,25000000.0
4,5,5,4,Terraced Duplexes,Kado,Abuja,North Central,1292.0,5382,105000000.0
6,6,8,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,200000000.0
5,5,6,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,400000000.0
2,2,3,3,Terraced Duplexes,Kubwa,Abuja,North Central,1292.0,5382,22000000.0
4,4,4,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,120000000.0
3,3,3,2,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,30550000.0
6,6,4,6,Detached Bungalow,Surulere,Lagos,South West,6614.0,50975,80000000.0
7,7,7,6,Detached Duplex,Agege,Lagos,South West,6614.0,50975,25000000.0
3,3,3,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,26000000.0
5,5,5,5,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,75000000.0
4,4,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,650000000.0
3,3,3,3,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,39500000.0
3,2,3,2,Block of Flats,Port Harcourt,Rivers,South South,2277.0,1570,50000000.0
2,3,3,2,Block of Flats,Ajah,Lagos,South West,6614.0,50975,18000000.0
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,70000000.0
2,5,5,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,16000000.0
7,7,8,8,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
5,5,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,380000000.0
3,3,4,4,Block of Flats,Shomolu,Anambra,South East,2002.0,1888,100000000.0
4,4,5,4,Semi Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,80000000.0
4,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,120000000.0
5,5,6,4,Detached Duplex,Wuse 2,Abuja,North Central,1292.0,5382,600000000.0
5,7,6,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,130000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
4,4,5,5,Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,45000000.0
5,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,110000000.0
5,5,6,9,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,48000000.0
4,5,5,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
4,5,6,4,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,145000000.0
4,4,5,2,Detached Duplex,Oluyole,Oyo,South West,980.0,2969,32000000.0
4,5,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,82000000.0
5,6,6,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,13000000.0
5,5,6,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,106000000.0
3,4,4,6,Detached Bungalow,Obafemi Owode,Ogun,South West,2024.0,1601,13000000.0
5,7,7,9,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,3,4,7,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,42000000.0
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,24000000.0
4,4,5,1,Semi Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,80000000.0
3,3,4,2,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,55000000.0
2,2,3,8,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,65000000.0
1,6,8,4,Detached Bungalow,Ikorodu,Anambra,South East,2002.0,1888,45000000.0
5,5,6,5,Detached Duplex,Asaba,Delta,South South,2306.0,7150,90000000.0
5,7,8,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
8,8,9,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
3,3,3,2,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,17000000.0
5,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,99000000.0
5,5,5,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,360000000.0
3,5,5,4,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,70000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,285000000.0
4,5,5,4,Detached Bungalow,Idu Industrial,Abuja,North Central,1292.0,5382,25000000.0
3,3,4,2,Semi Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,18500000.0
2,2,3,2,Block of Flats,Ajah,Lagos,South West,6614.0,50975,23000000.0
3,1,1,4,Block of Flats,Agege,Lagos,South West,6614.0,50975,15000000.0
4,4,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,80000000.0
5,5,6,7,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,58000000.0
3,3,4,4,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,30000000.0
1,1,1,4,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,160000000.0
9,9,1,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,50000000.0
3,3,3,4,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,37000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,160000000.0
4,4,5,1,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,90000000.0
3,3,4,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,35000000.0
5,5,5,4,Detached Duplex,Ogudu,Lagos,South West,6614.0,50975,80000000.0
3,4,4,3,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,25000000.0
4,6,5,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,170000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,420000000.0
5,5,6,4,Semi Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,200000000.0
4,4,5,3,Terraced Bungalow,Ajah,Lagos,South West,6614.0,50975,38000000.0
5,6,6,5,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,170000000.0
5,5,5,4,Detached Duplex,Mbora (Nbora),Abuja,North Central,1292.0,5382,50000000.0
5,5,5,4,Detached Duplex,Jahi,Abuja,North Central,1292.0,5382,170000000.0
1,5,2,2,Terraced Bungalow,Ajah,Lagos,South West,6614.0,50975,22000000.0
4,4,4,4,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,140000000.0
7,6,7,4,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,650000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,57000000.0
5,5,6,3,Detached Duplex,Ogudu,Lagos,South West,6614.0,50975,60000000.0
4,4,4,1,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
2,5,5,4,Block of Flats,Alimosho,Lagos,South West,6614.0,50975,150000000.0
5,5,5,4,Detached Bungalow,Gudu,Abuja,North Central,1292.0,5382,59000000.0
6,6,7,4,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,30000000.0
6,7,7,6,Semi Detached Duplex,Apo,Abuja,North Central,1292.0,5382,100000000.0
4,4,5,7,Detached Duplex,Arepo,Ogun,South West,2024.0,1601,65000000.0
4,4,5,4,Terraced Bungalow,Lekki,Lagos,South West,6614.0,50975,90000000.0
1,5,2,6,Detached Bungalow,Ifako-Ijaiye,Lagos,South West,6614.0,50975,13000000.0
5,6,7,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
4,6,5,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,150000000.0
5,5,6,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,70000000.0
6,6,7,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,155000000.0
6,3,4,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,150000000.0
2,2,2,1,Block of Flats,Ajah,Lagos,South West,6614.0,50975,63000000.0
5,5,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
3,5,5,4,Block of Flats,Maryland,Lagos,South West,6614.0,50975,90000000.0
4,4,5,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,350000000.0
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,26000000.0
4,4,5,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
4,4,5,4,Detached Duplex,Wuse 2,Abuja,North Central,1292.0,5382,450000000.0
3,1,1,1,Block of Flats,Magodo,Lagos,South West,6614.0,50975,120000000.0
4,5,6,1,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,70000000.0
3,5,4,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,100000000.0
3,4,4,1,Block of Flats,Lekki,Lagos,South West,6614.0,50975,40000000.0
4,4,4,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,55000000.0
1,1,1,4,Detached Duplex,Ilupeju,Lagos,South West,6614.0,50975,100000000.0
2,1,1,4,Block of Flats,Ojo,Lagos,South West,6614.0,50975,40000000.0
2,5,5,4,Detached Bungalow,Nyanya,Abuja,North Central,1292.0,5382,15000000.0
4,4,5,4,Detached Duplex,Durumi,Abuja,North Central,1292.0,5382,145000000.0
3,3,3,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,16000000.0
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,70000000.0
3,3,4,4,Semi Detached Bungalow,Gaduwa,Abuja,North Central,1292.0,5382,27000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
4,5,5,4,Semi Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,100000000.0
4,4,5,4,Semi Detached Duplex,Ogudu,Lagos,South West,6614.0,50975,125000000.0
4,5,5,2,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,75000000.0
4,5,5,4,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,50000000.0
4,5,6,4,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,35000000.0
3,3,4,4,Block of Flats,Jahi,Abuja,North Central,1292.0,5382,35000000.0
2,3,3,3,Block of Flats,Ajah,Lagos,South West,6614.0,50975,19900000.0
5,5,6,5,Semi Detached Duplex,Durumi,Abuja,North Central,1292.0,5382,150000000.0
7,7,8,5,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,280000000.0
6,7,7,1,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,450000000.0
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,400000000.0
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,140000000.0
5,4,4,4,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,13500000.0
4,4,5,7,Detached Duplex,Duboyi,Abuja,North Central,1292.0,5382,120000000.0
2,5,4,1,Detached Bungalow,Kubwa,Abuja,North Central,1292.0,5382,37000000.0
4,4,4,4,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,65000000.0
3,3,5,2,Detached Duplex,Ipaja,Lagos,South West,6614.0,50975,28000000.0
4,4,5,5,Semi Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,58000000.0
3,4,4,4,Detached Bungalow,Kubwa,Abuja,North Central,1292.0,5382,30000000.0
5,5,6,8,Detached Duplex,Gaduwa,Abuja,North Central,1292.0,5382,90000000.0
3,5,5,4,Semi Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,25000000.0
4,4,5,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
7,7,7,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,5,5,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,14000000.0
4,5,5,4,Block of Flats,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
3,4,4,6,Detached Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
1,5,5,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,35000000.0
4,4,5,9,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,90000000.0
3,3,4,2,Block of Flats,Gaduwa,Abuja,North Central,1292.0,5382,27000000.0
3,3,3,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,34000000.0
4,5,5,4,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,130000000.0
4,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
4,4,5,4,Block of Flats,Victoria Island (VI),Lagos,South West,6614.0,50975,210000000.0
4,4,5,5,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,90000000.0
4,4,5,8,Detached Bungalow,Sango Ota,Ogun,South West,2024.0,1601,17000000.0
5,5,6,4,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,150000000.0
4,4,5,4,Semi Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,120000000.0
2,5,5,6,Detached Bungalow,Ikotun,Lagos,South West,6614.0,50975,14000000.0
4,4,4,7,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,35000000.0
5,5,6,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,40000000.0
6,6,7,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
3,2,3,1,Block of Flats,Alimosho,Lagos,South West,6614.0,50975,40000000.0
6,7,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,420000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,48000000.0
3,3,4,9,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,45000000.0
8,8,1,1,Detached Duplex,Apo,Abuja,North Central,1292.0,5382,98000000.0
5,5,6,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,120000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,360000000.0
4,5,5,4,Detached Duplex,Diplomatic Zones,Abuja,North Central,1292.0,5382,250000000.0
6,4,4,2,Detached Bungalow,Surulere,Lagos,South West,6614.0,50975,65000000.0
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,155000000.0
4,4,5,8,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,185000000.0
4,4,5,3,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,150000000.0
3,3,4,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,68000000.0
6,7,7,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,190000000.0
5,5,5,1,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
4,4,5,2,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,40500000.0
3,3,4,5,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,60000000.0
5,5,5,5,Semi Detached Duplex,Wuse 2,Abuja,North Central,1292.0,5382,170000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
5,5,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,130000000.0
5,5,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
7,7,8,4,Terraced Duplexes,Katampe,Abuja,North Central,1292.0,5382,125000000.0
7,7,8,1,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,420000000.0
1,4,4,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,27000000.0
4,2,2,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,26000000.0
5,5,6,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,650000000.0
2,3,3,6,Detached Bungalow,Gwarinpa,Abuja,North Central,1292.0,5382,45000000.0
3,5,5,4,Block of Flats,Yaba,Lagos,South West,6614.0,50975,45000000.0
4,3,3,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,45000000.0
4,5,6,6,Semi Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,150000000.0
5,5,5,4,Detached Duplex,Mabushi,Abuja,North Central,1292.0,5382,190000000.0
4,5,5,4,Detached Duplex,Lugbe District,Abuja,North Central,1292.0,5382,47000000.0
3,4,4,4,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,13000000.0
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,35000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,197000000.0
4,5,5,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,220000000.0
2,3,3,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,44000000.0
7,7,8,3,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,15500000.0
5,5,6,1,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,170000000.0
6,6,6,4,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,150000000.0
4,5,5,3,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,60000000.0
4,4,5,4,Semi Detached Duplex,Lugbe District,Abuja,North Central,1292.0,5382,65000000.0
4,5,5,1,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,47000000.0
6,6,7,1,Detached Duplex,Jahi,Abuja,North Central,1292.0,5382,250000000.0
5,5,6,4,Semi Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,135000000.0
3,3,4,6,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,26000000.0
2,2,3,2,Block of Flats,Ajah,Lagos,South West,6614.0,50975,29900000.0
5,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,145000000.0
5,5,5,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
4,5,5,6,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,70000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,49000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,130000000.0
4,5,5,3,Terraced Duplexes,Kubwa,Abuja,North Central,1292.0,5382,39000000.0
4,5,5,4,Block of Flats,Wuse,Abuja,North Central,1292.0,5382,220000000.0
5,5,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,320000000.0
6,6,8,1,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,300000000.0
6,5,6,8,Detached Duplex,Ibadan South-West,Oyo,South West,980.0,2969,73000000.0
3,4,4,4,Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,30000000.0
5,5,6,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,98000000.0
